System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
14:40:56:447, 702731849690260,    4.059,   35.000, 4400,  28.924, 113.656,  31.571,  26.780, 104.825,  29.118, 55,  0,   1.291,   5.249,   1.458, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:56:549, 702732227230634,    4.161,   23.000, 4300,  28.728, 116.591,  32.386,  26.627, 107.544,  29.873, 55,  0,   1.255,   5.377,   1.494, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:56:658, 702732628313340,    4.270,   22.000, 4300,  28.718, 119.707,  33.252,  26.347, 110.404,  30.668, 54,  0,   1.275,   5.515,   1.532, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:56:767, 702733031147990,    4.379,   23.000, 4300,  28.411, 122.804,  34.112,  26.235, 113.263,  31.462, 54,  0,   1.268,   5.654,   1.570, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:56:876, 702733438772803,    4.489,   22.000, 4400,  27.928, 125.884,  34.968,  25.919, 116.122,  32.256, 55,  0,   1.257,   5.792,   1.609, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:56:998, 702733885933520,    4.610,   31.000, 4300,  29.038, 129.397,  35.944,  26.747, 119.357,  33.155, 54,  0,   1.298,   5.949,   1.653, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:57:107, 702734289040634,    4.719,   22.000, 4300,  28.587, 132.515,  36.810,  26.459, 122.243,  33.956, 52,  0,   1.287,   6.090,   1.692, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:57:214, 702734686334853,    4.826,   22.000, 4300,  28.257, 135.552,  37.653,  25.952, 125.033,  34.731, 54,  0,   1.259,   6.225,   1.729, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:57:323, 702735086400625,    4.935,   23.000, 4300,  28.459, 138.633,  38.509,  26.343, 127.884,  35.523, 52,  0,   1.296,   6.365,   1.768, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:57:430, 702735482726456,    5.042,   22.000, 4300,  28.033, 141.639,  39.344,  25.909, 130.663,  36.295, 54,  0,   1.261,   6.501,   1.806, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:57:540, 702735889888471,    5.152,   25.000, 4300,  28.622, 144.792,  40.220,  26.486, 133.580,  37.106, 54,  0,   1.298,   6.644,   1.845, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:57:650, 702736297366412,    5.262,   23.000, 4300,  28.661, 147.951,  41.098,  26.301, 136.480,  37.911, 53,  0,   1.278,   6.784,   1.885, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:57:762, 702736708986297,    5.374,   23.000, 4300,  28.835, 151.163,  41.990,  26.752, 139.459,  38.739, 50,  0,   1.303,   6.930,   1.925, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:57:871, 702737112044987,    5.483,   22.000, 4300,  28.398, 154.260,  42.850,  26.231, 142.320,  39.533, 51,  0,   1.287,   7.070,   1.964, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:57:979, 702737512578076,    5.591,   22.000, 4300,  28.197, 157.315,  43.699,  26.139, 145.153,  40.320, 55,  0,   1.280,   7.209,   2.002, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:58:087, 702737910970059,    5.699,   25.000, 4400,  29.396, 160.484,  44.579,  27.140, 148.078,  41.133, 56,  0,   1.333,   7.352,   2.042, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:58:195, 702738311058214,    5.807,   22.000, 4300,  28.485, 163.568,  45.435,  26.457, 150.942,  41.928, 55,  0,   1.286,   7.492,   2.081, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:58:305, 702738716812610,    5.917,   23.000, 4300,  28.322, 166.677,  46.299,  25.994, 153.796,  42.721, 54,  0,   1.292,   7.633,   2.120, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:58:414, 702739121500989,    6.026,   22.000, 4300,  28.347, 169.781,  47.161,  26.049, 156.648,  43.513, 53,  0,   1.283,   7.774,   2.159, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:58:526, 702739533140060,    6.138,   22.000, 4300,  27.404, 172.833,  48.009,  25.369, 159.473,  44.298, 52,  0,   1.254,   7.914,   2.198, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:58:630, 702739917635387,    6.242,   26.000, 4400,  29.134, 175.863,  48.851,  26.898, 162.272,  45.075, 56,  0,   1.321,   8.051,   2.236, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:58:748, 702740354470309,    6.360,   22.000, 4300,  27.631, 179.129,  49.758,  25.481, 165.283,  45.912, 55,  0,   1.268,   8.201,   2.278, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:58:856, 702740752526691,    6.468,   22.000, 4400,  28.309, 182.178,  50.605,  26.082, 168.092,  46.692, 55,  0,   1.286,   8.339,   2.316, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:58:965, 702741157101558,    6.577,   23.000, 4300,  28.848, 185.336,  51.482,  26.531, 170.996,  47.499, 55,  0,   1.311,   8.483,   2.356, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:59:074, 702741559435441,    6.686,   22.000, 4300,  28.090, 188.394,  52.332,  26.103, 173.838,  48.288, 55,  0,   1.304,   8.625,   2.396, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:59:183, 702741962953733,    6.795,   24.000, 4300,  30.599, 191.734,  53.260,  28.215, 176.918,  49.144, 51,  0,   1.424,   8.780,   2.439, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:59:293, 702742368178018,    6.905,   23.000, 4300,  28.576, 194.867,  54.130,  26.588, 179.833,  49.954, 54,  0,   1.317,   8.925,   2.479, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:59:396, 702742749952956,    7.008,   22.000, 4400,  28.194, 197.780,  54.939,  26.110, 182.530,  50.703, 55,  0,   1.311,   9.060,   2.517, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:59:511, 702743173475100,    7.123,   34.000, 4300,  33.182, 201.582,  55.995,  30.775, 186.057,  51.682, 57,  0,   1.672,   9.252,   2.570, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:59:622, 702743583518862,    7.234,   22.000, 4300,  26.873, 204.563,  56.823,  24.735, 188.801,  52.445, 55,  0,   1.312,   9.397,   2.610, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:59:730, 702743984985041,    7.342,   25.000, 4300,  29.543, 207.772,  57.715,  27.225, 191.758,  53.266, 54,  0,   1.356,   9.544,   2.651, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:59:840, 702744391828423,    7.452,   22.000, 4300,  27.857, 210.839,  58.566,  25.715, 194.589,  54.052, 55,  0,   1.284,   9.686,   2.690, 255.000, 255.000,   0.000,   0.000,   0.000
14:40:59:949, 702744791275498,    7.560,   22.000, 4300,  28.365, 213.904,  59.418,  26.191, 197.419,  54.839, 53,  0,   1.312,   9.827,   2.730, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:00:056, 702745188147445,    7.668,   27.000, 4300,  30.393, 217.168,  60.324,  28.319, 200.460,  55.683, 55,  0,   1.437,   9.982,   2.773, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:00:165, 702745594071045,    7.778,   37.000, 4400,  29.091, 220.363,  61.212,  26.859, 203.410,  56.503, 54,  0,   1.348,  10.130,   2.814, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:00:276, 702746003498899,    7.888,   22.000, 4300,  28.390, 223.508,  62.086,  26.133, 206.305,  57.307, 56,  0,   1.327,  10.277,   2.855, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:00:383, 702746398866518,    7.995,   22.000, 4300,  28.329, 226.538,  62.927,  26.130, 209.100,  58.083, 52,  0,   1.315,  10.418,   2.894, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:00:491, 702746797934197,    8.103,   24.000, 4300,  28.517, 229.617,  63.783,  26.336, 211.944,  58.873, 52,  0,   1.319,  10.560,   2.933, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:00:601, 702747204370285,    8.213,   22.000, 4300,  27.995, 232.696,  64.638,  25.812, 214.782,  59.662, 52,  0,   1.299,  10.703,   2.973, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:00:709, 702747602670243,    8.321,   35.000, 4300,  29.290, 235.852,  65.515,  27.358, 217.730,  60.481, 55,  0,   1.355,  10.849,   3.014, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:00:818, 702748006382365,    8.430,   22.000, 4300,  26.746, 238.774,  66.326,  24.302, 220.385,  61.218, 55,  0,   1.329,  10.994,   3.054, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:00:927, 702748409434815,    8.539,   22.000, 4300,  28.454, 241.877,  67.188,  26.292, 223.252,  62.014, 53,  0,   1.324,  11.138,   3.094, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:01:037, 702748814723997,    8.649,   22.000, 4300,  28.078, 244.956,  68.043,  26.046, 226.108,  62.808, 55,  0,   1.298,  11.281,   3.134, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:01:144, 702749211006424,    8.756,   22.000, 4300,  28.634, 248.026,  68.896,  26.268, 228.925,  63.590, 54,  0,   1.312,  11.421,   3.173, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:01:254, 702749617177220,    8.866,   27.000, 4300,  29.342, 251.250,  69.792,  27.134, 231.907,  64.418, 52,  0,   1.378,  11.573,   3.215, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:01:362, 702750017269079,    8.974,   22.000, 4300,  27.926, 254.273,  70.631,  25.819, 234.701,  65.195, 51,  0,   1.303,  11.714,   3.254, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:01:473, 702750424234969,    9.085,   22.000, 4300,  28.093, 257.367,  71.491,  25.959, 237.560,  65.989, 55,  0,   1.304,  11.857,   3.294, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:01:581, 702750825509378,    9.193,   22.000, 4300,  28.106, 260.418,  72.338,  26.041, 240.387,  66.774, 53,  0,   1.314,  12.000,   3.333, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:01:689, 702751225812998,    9.301,   22.000, 4300,  28.494, 263.504,  73.196,  26.126, 243.217,  67.560, 52,  0,   1.334,  12.145,   3.373, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:01:798, 702751626514825,    9.410,   25.000, 4300,  28.948, 266.643,  74.067,  26.876, 246.130,  68.370, 55,  0,   1.309,  12.286,   3.413, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:01:909, 702752037491364,    9.521,   22.000, 4300,  28.475, 269.809,  74.947,  26.343, 249.060,  69.183, 53,  0,   1.324,  12.434,   3.454, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:02:018, 702752439144077,    9.630,   22.000, 4300,  28.648, 272.922,  75.812,  26.382, 251.927,  69.980, 54,  0,   1.336,  12.579,   3.494, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:02:126, 702752839591473,    9.738,   17.000, 3200,  14.504, 274.494,  76.248,  12.271, 253.256,  70.349, 47,  0,   1.243,  12.714,   3.532, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:02:238, 702753252515997,    9.850,   17.000, 2400,   7.552, 275.337,  76.483,   5.412, 253.861,  70.517, 47,  0,   1.176,  12.845,   3.568, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:02:345, 702753649734026,    9.957,   14.000, 4000,  12.529, 276.684,  76.857,  10.356, 254.974,  70.826, 46,  0,   1.163,  12.970,   3.603, 255.000, 255.000,   0.000,   0.000,   0.000
14:41:02:433, 702753973650097,   10.045,   16.000, 3600,  15.755, 278.065,  77.240,  13.726, 256.177,  71.160, 46,  0,   1.276,  13.082,   3.634, 255.000, 255.000,   0.000,   0.000,   0.000

Total Elapsed Time (sec) = 10.044903
Measured RDTSC Frequency (GHz) = 3.696

Cumulative Processor Energy_0 (Joules) = 278.064636
Cumulative Processor Energy_0 (mWh) = 77.240177
Average Processor Power_0 (Watt) = 27.682161

Cumulative IA Energy_0 (Joules) = 256.176636
Cumulative IA Energy_0 (mWh) = 71.160177
Average IA Power_0 (Watt) = 25.503146

Cumulative DRAM Energy_0 (Joules) = 13.081726
Cumulative DRAM Energy_0 (mWh) = 3.633813
Average DRAM Power_0 (Watt) = 1.302325
