System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
14:42:16:259, 703026833296843,    1.756,   26.000, 4300,  28.450,  47.369,  13.158,  26.179,  43.540,  12.094, 51,  0,   1.354,   2.318,   0.644, 255.000, 255.000,   0.000,   0.000,   0.000
14:42:16:368, 703027235992256,    1.865,   25.000, 4300,  27.527,  50.368,  13.991,  25.298,  46.296,  12.860, 50,  0,   1.297,   2.459,   0.683, 255.000, 255.000,   0.000,   0.000,   0.000
14:42:16:472, 703027620482053,    1.969,   24.000, 4400,  27.428,  53.221,  14.784,  25.273,  48.925,  13.590, 51,  0,   1.249,   2.589,   0.719, 255.000, 255.000,   0.000,   0.000,   0.000
14:42:16:583, 703028030709690,    2.080,   22.000, 4300,  26.445,  56.157,  15.599,  24.272,  51.619,  14.339, 49,  0,   1.203,   2.722,   0.756, 255.000, 255.000,   0.000,   0.000,   0.000
14:42:16:689, 703028424381475,    2.186,   31.000, 4300,  27.798,  59.118,  16.422,  25.800,  54.367,  15.102, 50,  0,   1.265,   2.857,   0.794, 255.000, 255.000,   0.000,   0.000,   0.000
14:42:16:799, 703028829234970,    2.296,   25.000, 4300,  28.040,  62.189,  17.275,  25.711,  57.184,  15.884, 51,  0,   1.255,   2.995,   0.832, 255.000, 255.000,   0.000,   0.000,   0.000
14:42:16:907, 703029230816715,    2.404,   26.000, 4400,  28.572,  65.293,  18.137,  26.316,  60.043,  16.679, 50,  0,   1.249,   3.130,   0.870, 255.000, 255.000,   0.000,   0.000,   0.000
14:42:17:017, 703029638202396,    2.515,   25.000, 4400,  28.203,  68.402,  19.001,  26.082,  62.918,  17.477, 53,  0,   1.264,   3.270,   0.908, 255.000, 255.000,   0.000,   0.000,   0.000
14:42:17:127, 703030044335087,    2.625,   31.000, 4300,  30.655,  71.770,  19.936,  28.452,  66.044,  18.346, 51,  0,   1.450,   3.429,   0.953, 255.000, 255.000,   0.000,   0.000,   0.000
14:42:17:251, 703030502808278,    2.749,   25.000, 4300,  27.576,  75.191,  20.886,  25.412,  69.196,  19.221, 49,  0,   1.241,   3.583,   0.995, 255.000, 255.000,   0.000,   0.000,   0.000
14:42:17:375, 703030958508907,    2.872,   23.000, 4300,  27.351,  78.563,  21.823,  25.251,  72.310,  20.086, 51,  0,   1.228,   3.734,   1.037, 255.000, 255.000,   0.000,   0.000,   0.000
14:42:17:483, 703031357437230,    2.980,   25.000, 4300,  27.597,  81.542,  22.651,  25.395,  75.051,  20.847, 51,  0,   1.244,   3.869,   1.075, 255.000, 255.000,   0.000,   0.000,   0.000
14:42:17:580, 703031718091467,    3.077,   23.000, 4400,  27.151,  84.192,  23.387,  24.883,  77.479,  21.522, 50,  0,   1.252,   3.991,   1.109, 255.000, 255.000,   0.000,   0.000,   0.000
14:42:17:690, 703032122914088,    3.187,   10.000, 2600,  15.358,  85.874,  23.854,  13.205,  78.925,  21.924, 47,  0,   1.232,   4.126,   1.146, 255.000, 255.000,   0.000,   0.000,   0.000
14:42:17:813, 703032579738214,    3.310,    7.000, 1400,   9.654,  87.067,  24.185,   7.508,  79.853,  22.181, 45,  0,   1.067,   4.258,   1.183, 255.000, 255.000,   0.000,   0.000,   0.000
14:42:17:924, 703032989385571,    3.421,   10.000, 4300,  10.635,  88.246,  24.513,   8.548,  80.801,  22.445, 46,  0,   1.105,   4.380,   1.217, 255.000, 255.000,   0.000,   0.000,   0.000
14:42:17:982, 703033205690235,    3.480,   10.000, 4400,  15.167,  89.133,  24.759,  13.134,  81.569,  22.658, 47,  0,   1.234,   4.452,   1.237, 255.000, 255.000,   0.000,   0.000,   0.000

Total Elapsed Time (sec) = 3.479849
Measured RDTSC Frequency (GHz) = 3.696

Cumulative Processor Energy_0 (Joules) = 89.133240
Cumulative Processor Energy_0 (mWh) = 24.759233
Average Processor Power_0 (Watt) = 25.614111

Cumulative IA Energy_0 (Joules) = 81.569275
Cumulative IA Energy_0 (mWh) = 22.658132
Average IA Power_0 (Watt) = 23.440464

Cumulative DRAM Energy_0 (Joules) = 4.452332
Cumulative DRAM Energy_0 (mWh) = 1.236759
Average DRAM Power_0 (Watt) = 1.279461
