System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
14:16:08:957, 697234087358433,    4.176,   22.000, 4300,  25.859, 109.299,  30.361,  23.769, 100.306,  27.863, 53,  0,   1.323,   5.891,   1.636, 255.000, 255.000,   0.000,   0.000,   0.000
14:16:09:069, 697234498879181,    4.287,   22.000, 4300,  25.922, 112.185,  31.162,  23.651, 102.939,  28.594, 52,  0,   1.346,   6.040,   1.678, 255.000, 255.000,   0.000,   0.000,   0.000
14:16:09:181, 697234912605440,    4.399,   27.000, 4300,  26.317, 115.131,  31.981,  24.160, 105.643,  29.345, 53,  0,   1.351,   6.192,   1.720, 255.000, 255.000,   0.000,   0.000,   0.000
14:16:09:291, 697235319140576,    4.509,   21.000, 4300,  25.109, 117.893,  32.748,  22.968, 108.170,  30.047, 53,  0,   1.333,   6.338,   1.761, 255.000, 255.000,   0.000,   0.000,   0.000
14:16:09:400, 697235723837311,    4.618,   22.000, 4300,  25.212, 120.653,  33.515,  23.197, 110.710,  30.753, 53,  0,   1.323,   6.483,   1.801, 255.000, 255.000,   0.000,   0.000,   0.000
14:16:09:507, 697236119254111,    4.725,   21.000, 4400,  25.472, 123.378,  34.272,  23.300, 113.203,  31.445, 52,  0,   1.325,   6.625,   1.840, 255.000, 255.000,   0.000,   0.000,   0.000
14:16:09:620, 697236536988379,    4.838,   22.000, 4400,  25.694, 126.282,  35.078,  23.567, 115.866,  32.185, 53,  0,   1.349,   6.777,   1.883, 255.000, 255.000,   0.000,   0.000,   0.000
14:16:09:729, 697236938725640,    4.947,   26.000, 4300,  26.343, 129.146,  35.874,  24.138, 118.490,  32.914, 52,  0,   1.352,   6.924,   1.923, 255.000, 255.000,   0.000,   0.000,   0.000
14:16:09:840, 697237347703745,    5.058,   22.000, 4300,  25.348, 131.951,  36.653,  23.120, 121.048,  33.625, 53,  0,   1.330,   7.072,   1.964, 255.000, 255.000,   0.000,   0.000,   0.000
14:16:09:947, 697237745109457,    5.165,   22.000, 4300,  25.172, 134.657,  37.405,  23.154, 123.538,  34.316, 53,  0,   1.330,   7.215,   2.004, 255.000, 255.000,   0.000,   0.000,   0.000
14:16:10:057, 697238151844453,    5.275,   22.000, 4300,  25.489, 137.462,  38.184,  23.362, 126.109,  35.030, 52,  0,   1.328,   7.361,   2.045, 255.000, 255.000,   0.000,   0.000,   0.000
14:16:10:167, 697238558482449,    5.385,   21.000, 4400,  25.477, 140.265,  38.963,  23.329, 128.676,  35.743, 52,  0,   1.330,   7.507,   2.085, 255.000, 255.000,   0.000,   0.000,   0.000
14:16:10:270, 697238939670407,    5.488,   25.000, 4400,  26.246, 142.972,  39.714,  24.156, 131.167,  36.435, 52,  0,   1.365,   7.648,   2.124, 255.000, 255.000,   0.000,   0.000,   0.000
14:16:10:387, 697239370247484,    5.605,    9.000, 1400,  14.180, 144.624,  40.173,  11.889, 132.552,  36.820, 44,  0,   1.145,   7.781,   2.161, 255.000, 255.000,   0.000,   0.000,   0.000
14:16:10:498, 697239780897107,    5.716,   11.000, 1200,   7.788, 145.489,  40.414,   5.676, 133.183,  36.995, 44,  0,   1.059,   7.899,   2.194, 255.000, 255.000,   0.000,   0.000,   0.000
14:16:10:606, 697240181654501,    5.824,    8.000, 1700,   6.637, 146.209,  40.614,   4.530, 133.674,  37.132, 43,  0,   0.995,   8.007,   2.224, 255.000, 255.000,   0.000,   0.000,   0.000
14:16:10:716, 697240585418044,    5.934,   14.000, 3600,  13.711, 147.707,  41.030,  11.532, 134.934,  37.482, 43,  0,   1.219,   8.140,   2.261, 255.000, 255.000,   0.000,   0.000,   0.000
14:16:10:761, 697240754495431,    5.979,   46.000, 4400,  12.277, 148.268,  41.186,  10.796, 135.427,  37.619, 46,  0,   1.215,   8.196,   2.277, 255.000, 255.000,   0.000,   0.000,   0.000

Total Elapsed Time (sec) = 5.979456
Measured RDTSC Frequency (GHz) = 3.696

Cumulative Processor Energy_0 (Joules) = 148.268372
Cumulative Processor Energy_0 (mWh) = 41.185659
Average Processor Power_0 (Watt) = 24.796297

Cumulative IA Energy_0 (Joules) = 135.427490
Cumulative IA Energy_0 (mWh) = 37.618747
Average IA Power_0 (Watt) = 22.648797

Cumulative DRAM Energy_0 (Joules) = 8.195618
Cumulative DRAM Energy_0 (mWh) = 2.276560
Average DRAM Power_0 (Watt) = 1.370629
