System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
14:15:46:786, 697152143077526,    2.957,   42.000, 4300,  35.340, 102.955,  28.599,  33.196,  96.478,  26.800, 52,  0,   1.541,   4.922,   1.367, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:46:894, 697152542434600,    3.065,   41.000, 4300,  35.846, 106.828,  29.674,  33.710, 100.121,  27.811, 53,  0,   1.498,   5.083,   1.412, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:47:004, 697152945555204,    3.174,   37.000, 4300,  31.460, 110.259,  30.628,  29.031, 103.287,  28.691, 53,  0,   1.475,   5.244,   1.457, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:47:112, 697153348572879,    3.283,   38.000, 4300,  34.770, 114.051,  31.681,  32.616, 106.844,  29.679, 54,  0,   1.472,   5.405,   1.501, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:47:219, 697153744445865,    3.390,   40.000, 4400,  36.006, 117.907,  32.752,  33.910, 110.476,  30.688, 52,  0,   1.496,   5.565,   1.546, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:47:329, 697154151065998,    3.500,   39.000, 4300,  35.185, 121.778,  33.827,  33.032, 114.110,  31.697, 55,  0,   1.490,   5.729,   1.591, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:47:453, 697154608918758,    3.624,   35.000, 4300,  33.536, 125.933,  34.981,  31.326, 117.990,  32.775, 53,  0,   1.490,   5.914,   1.643, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:47:561, 697155008038922,    3.732,   38.000, 4300,  34.335, 129.640,  36.011,  32.173, 121.465,  33.740, 54,  0,   1.536,   6.079,   1.689, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:47:671, 697155411527107,    3.841,   41.000, 4300,  35.829, 133.552,  37.098,  33.678, 125.141,  34.761, 53,  0,   1.765,   6.272,   1.742, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:47:770, 697155779598399,    3.941,   32.000, 4300,  30.964, 136.635,  37.954,  29.017, 128.031,  35.564, 54,  0,   1.581,   6.430,   1.786, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:47:883, 697156195480779,    4.053,   44.000, 4300,  37.874, 140.897,  39.138,  35.481, 132.023,  36.673, 54,  0,   1.918,   6.645,   1.846, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:47:997, 697156616865135,    4.167,   41.000, 4300,  36.304, 145.036,  40.288,  34.070, 135.908,  37.752, 54,  0,   1.922,   6.865,   1.907, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:48:105, 697157016043021,    4.275,   49.000, 4300,  39.539, 149.306,  41.474,  37.306, 139.937,  38.871, 55,  0,   2.026,   7.083,   1.968, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:48:215, 697157423367031,    4.385,   66.000, 4300,  45.621, 154.334,  42.871,  43.313, 144.710,  40.197, 55,  0,   2.294,   7.336,   2.038, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:48:323, 697157822610851,    4.493,   44.000, 4300,  38.975, 158.544,  44.040,  36.844, 148.690,  41.303, 55,  0,   1.498,   7.498,   2.083, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:48:443, 697158267535860,    4.614,   73.000, 4400,  40.793, 163.455,  45.404,  38.766, 153.357,  42.599, 52,  0,   1.610,   7.692,   2.137, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:48:541, 697158628310144,    4.711,   39.000, 4300,  34.668, 166.839,  46.344,  32.228, 156.503,  43.473, 55,  0,   1.596,   7.848,   2.180, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:48:648, 697159023856632,    4.818,   40.000, 4300,  34.583, 170.540,  47.372,  32.397, 159.970,  44.436, 55,  0,   1.526,   8.011,   2.225, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:48:752, 697159408375386,    4.922,   47.000, 4300,  39.881, 174.689,  48.525,  37.801, 163.902,  45.528, 53,  0,   1.590,   8.176,   2.271, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:48:864, 697159822097042,    5.034,   70.000, 4300,  47.996, 180.062,  50.017,  45.623, 169.009,  46.947, 54,  0,   2.360,   8.440,   2.345, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:48:973, 697160224986709,    5.143,   72.000, 4300,  49.925, 185.504,  51.529,  47.493, 174.186,  48.385, 55,  0,   2.358,   8.698,   2.416, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:49:082, 697160627824291,    5.252,   65.000, 4300,  45.429, 190.455,  52.904,  43.092, 178.883,  49.690, 56,  0,   2.305,   8.949,   2.486, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:49:190, 697161027287173,    5.360,   60.000, 4300,  45.626, 195.386,  54.274,  43.407, 183.575,  50.993, 56,  0,   2.066,   9.172,   2.548, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:49:300, 697161433585576,    5.470,   76.000, 4300,  49.407, 200.818,  55.783,  46.935, 188.734,  52.426, 55,  0,   2.572,   9.455,   2.626, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:49:408, 697161832804624,    5.578,   57.000, 4300,  42.676, 205.427,  57.063,  40.452, 193.103,  53.640, 54,  0,   1.992,   9.670,   2.686, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:49:532, 697162291061016,    5.702,   54.000, 4300,  44.136, 210.900,  58.583,  41.817, 198.288,  55.080, 57,  0,   2.107,   9.931,   2.759, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:49:654, 697162741981261,    5.824,   48.000, 4300,  39.998, 215.779,  59.939,  37.653, 202.882,  56.356, 56,  0,   1.945,  10.169,   2.825, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:49:763, 697163144203945,    5.933,   18.000, 4400,  25.881, 218.596,  60.721,  23.667, 205.457,  57.072, 47,  0,   1.173,  10.296,   2.860, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:49:871, 697163545202508,    6.042,   25.000, 4300,  26.447, 221.465,  61.518,  24.468, 208.112,  57.809, 56,  0,   1.190,  10.425,   2.896, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:49:977, 697163937575389,    6.148,   26.000, 4400,  29.743, 224.623,  62.395,  27.350, 211.016,  58.615, 54,  0,   1.341,  10.568,   2.935, 255.000, 255.000,   0.000,   0.000,   0.000
14:15:50:032, 697164141613574,    6.203,   51.000, 4300,  35.002, 226.555,  62.932,  32.978, 212.836,  59.121, 52,  0,   1.378,  10.644,   2.957, 255.000, 255.000,   0.000,   0.000,   0.000

Total Elapsed Time (sec) = 6.203035
Measured RDTSC Frequency (GHz) = 3.696

Cumulative Processor Energy_0 (Joules) = 226.555298
Cumulative Processor Energy_0 (mWh) = 62.932027
Average Processor Power_0 (Watt) = 36.523297

Cumulative IA Energy_0 (Joules) = 212.836243
Cumulative IA Energy_0 (mWh) = 59.121179
Average IA Power_0 (Watt) = 34.311629

Cumulative DRAM Energy_0 (Joules) = 10.643616
Cumulative DRAM Energy_0 (mWh) = 2.956560
Average DRAM Power_0 (Watt) = 1.715872
