System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
14:14:15:975, 696816505407118,    5.705,   21.000, 4300,  24.779, 166.049,  46.125,  22.728, 153.518,  42.644, 51,  0,   1.289,   9.049,   2.514, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:16:086, 696816912777869,    5.815,   23.000, 4300,  25.853, 168.898,  46.916,  23.542, 156.113,  43.365, 49,  0,   1.363,   9.200,   2.555, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:16:195, 696817316590485,    5.925,   22.000, 4400,  25.304, 171.663,  47.684,  23.206, 158.648,  44.069, 49,  0,   1.331,   9.345,   2.596, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:16:304, 696817721558416,    6.034,   21.000, 4400,  24.909, 174.392,  48.442,  22.886, 161.156,  44.765, 46,  0,   1.317,   9.489,   2.636, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:16:414, 696818125543416,    6.143,   21.000, 4400,  24.749, 177.097,  49.194,  22.465, 163.611,  45.448, 50,  0,   1.316,   9.633,   2.676, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:16:528, 696818550609815,    6.258,   37.000, 4400,  25.359, 180.013,  50.004,  23.218, 166.282,  46.189, 49,  0,   1.337,   9.787,   2.719, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:16:631, 696818929435660,    6.361,   21.000, 4300,  24.869, 182.562,  50.712,  22.826, 168.621,  46.839, 51,  0,   1.315,   9.922,   2.756, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:16:742, 696819339503339,    6.472,   21.000, 4300,  24.997, 185.336,  51.482,  22.853, 171.157,  47.544, 50,  0,   1.310,  10.067,   2.796, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:16:854, 696819751519556,    6.583,   23.000, 4300,  26.047, 188.239,  52.289,  23.792, 173.809,  48.280, 50,  0,   1.342,  10.217,   2.838, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:16:963, 696820155532118,    6.693,   21.000, 4300,  24.737, 190.943,  53.040,  22.647, 176.285,  48.968, 49,  0,   1.316,  10.361,   2.878, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:17:072, 696820557194564,    6.801,   32.000, 4300,  25.798, 193.747,  53.819,  23.603, 178.850,  49.680, 50,  0,   1.375,  10.510,   2.919, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:17:180, 696820956648901,    6.909,   21.000, 4300,  24.939, 196.442,  54.567,  22.806, 181.314,  50.365, 51,  0,   1.327,  10.654,   2.959, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:17:287, 696821354596162,    7.017,   22.000, 4400,  25.277, 199.164,  55.323,  23.281, 183.821,  51.061, 50,  0,   1.367,  10.801,   3.000, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:17:400, 696821769996301,    7.129,   22.000, 4400,  25.245, 202.001,  56.111,  22.952, 186.401,  51.778, 52,  0,   1.344,  10.952,   3.042, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:17:510, 696822177455009,    7.240,   21.000, 4300,  25.059, 204.764,  56.879,  22.973, 188.933,  52.481, 48,  0,   1.309,  11.096,   3.082, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:17:621, 696822587756807,    7.351,   26.000, 4300,  25.693, 207.616,  57.671,  23.550, 191.548,  53.208, 50,  0,   1.351,  11.246,   3.124, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:17:731, 696822994900011,    7.461,   21.000, 4400,  24.548, 210.320,  58.422,  22.495, 194.026,  53.896, 49,  0,   1.311,  11.391,   3.164, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:17:840, 696823396769074,    7.570,   21.000, 4400,  25.479, 213.091,  59.192,  23.233, 196.552,  54.598, 51,  0,   1.316,  11.534,   3.204, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:17:949, 696823799408110,    7.679,   22.000, 4400,  25.747, 215.895,  59.971,  23.610, 199.124,  55.312, 48,  0,   1.322,  11.678,   3.244, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:18:053, 696824183545163,    7.782,   21.000, 4300,  25.573, 218.553,  60.709,  23.389, 201.555,  55.987, 51,  0,   1.328,  11.816,   3.282, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:18:167, 696824604726343,    7.896,   27.000, 4400,  25.924, 221.507,  61.530,  23.774, 204.264,  56.740, 50,  0,   1.363,  11.971,   3.325, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:18:277, 696825013745051,    8.007,   11.000, 4300,  18.100, 223.510,  62.086,  15.943, 206.028,  57.230, 41,  0,   1.277,  12.112,   3.365, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:18:385, 696825413995927,    8.115,    9.000,  800,   7.863, 224.362,  62.323,   5.683, 206.643,  57.401, 41,  0,   1.114,  12.233,   3.398, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:18:494, 696825813116525,    8.223,    6.000, 3300,   6.983, 225.116,  62.532,   4.877, 207.170,  57.547, 41,  0,   0.985,  12.339,   3.428, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:18:603, 696826218371877,    8.333,   13.000,  800,   5.884, 225.761,  62.711,   3.801, 207.587,  57.663, 40,  0,   1.030,  12.452,   3.459, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:18:713, 696826622314366,    8.442,   14.000, 3800,   8.801, 226.723,  62.979,   6.657, 208.315,  57.865, 41,  0,   1.091,  12.571,   3.492, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:18:818, 696827010202405,    8.547,    8.000, 4100,   6.781, 227.435,  63.176,   4.646, 208.802,  58.001, 40,  0,   0.990,  12.675,   3.521, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:18:929, 696827422071981,    8.659,    8.000, 3300,   7.637, 228.286,  63.413,   5.566, 209.422,  58.173, 40,  0,   1.026,  12.790,   3.553, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:19:036, 696827819092419,    8.766,   13.000,  800,  13.733, 229.761,  63.822,  11.583, 210.667,  58.519, 41,  0,   1.207,  12.919,   3.589, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:19:059, 696827904626359,    8.789,   30.000, 4400,   7.841, 229.942,  63.873,   5.520, 210.794,  58.554, 41,  0,   1.263,  12.949,   3.597, 255.000, 255.000,   0.000,   0.000,   0.000

Total Elapsed Time (sec) = 8.789255
Measured RDTSC Frequency (GHz) = 3.696

Cumulative Processor Energy_0 (Joules) = 229.942444
Cumulative Processor Energy_0 (mWh) = 63.872901
Average Processor Power_0 (Watt) = 26.161767

Cumulative IA Energy_0 (Joules) = 210.794373
Cumulative IA Energy_0 (mWh) = 58.553992
Average IA Power_0 (Watt) = 23.983190

Cumulative DRAM Energy_0 (Joules) = 12.948669
Cumulative DRAM Energy_0 (mWh) = 3.596853
Average DRAM Power_0 (Watt) = 1.473239
