System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
11:10:38:771, 656096912049141,    2.746,   42.000, 4300,  35.658,  81.912,  22.753,  33.475,  75.821,  21.061, 54,  0,   1.764,   4.488,   1.247, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:38:882, 656097321435097,    2.857,   42.000, 4300,  33.328,  85.604,  23.779,  30.891,  79.242,  22.012, 50,  0,   2.254,   4.738,   1.316, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:38:992, 656097727280504,    2.967,   33.000, 4300,  27.705,  88.646,  24.624,  25.471,  82.039,  22.789, 53,  0,   1.446,   4.897,   1.360, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:39:104, 656098141186053,    3.079,   24.000, 4300,  26.277,  91.589,  25.441,  24.180,  84.747,  23.541, 53,  0,   1.345,   5.047,   1.402, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:39:215, 656098553993630,    3.190,   24.000, 4300,  26.848,  94.587,  26.274,  24.617,  87.497,  24.305, 52,  0,   1.366,   5.200,   1.444, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:39:325, 656098959318064,    3.300,   23.000, 4400,  26.100,  97.449,  27.069,  24.084,  90.138,  25.038, 52,  0,   1.326,   5.345,   1.485, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:39:434, 656099362670605,    3.409,   23.000, 4400,  26.632, 100.356,  27.877,  24.560,  92.818,  25.783, 52,  0,   1.389,   5.497,   1.527, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:39:533, 656099728067979,    3.508,   27.000, 4400,  27.148, 103.040,  28.622,  24.968,  95.286,  26.468, 53,  0,   1.373,   5.633,   1.565, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:39:643, 656100134425240,    3.618,   31.000, 4300,  30.262, 106.367,  29.546,  28.092,  98.375,  27.326, 53,  0,   1.570,   5.805,   1.613, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:39:753, 656100541421440,    3.728,   42.000, 4300,  35.775, 110.306,  30.641,  33.559, 102.071,  28.353, 52,  0,   1.747,   5.998,   1.666, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:39:864, 656100949999559,    3.839,   42.000, 4300,  35.247, 114.203,  31.723,  32.851, 105.702,  29.362, 54,  0,   1.799,   6.197,   1.721, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:39:973, 656101352890670,    3.948,   41.000, 4300,  34.707, 117.986,  32.774,  32.465, 109.241,  30.345, 51,  0,   1.751,   6.387,   1.774, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:40:082, 656101755874375,    4.057,   43.000, 4300,  35.950, 121.906,  33.863,  33.699, 112.915,  31.365, 51,  0,   1.793,   6.583,   1.829, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:40:191, 656102158692819,    4.166,   41.000, 4300,  34.327, 125.647,  34.902,  32.079, 116.412,  32.337, 55,  0,   1.744,   6.773,   1.881, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:40:298, 656102554459593,    4.273,   41.000, 4400,  35.847, 129.486,  35.968,  33.667, 120.017,  33.338, 50,  0,   1.775,   6.963,   1.934, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:40:409, 656102965155113,    4.384,   42.000, 4300,  34.290, 133.296,  37.027,  32.019, 123.575,  34.326, 54,  0,   1.778,   7.161,   1.989, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:40:521, 656103378262924,    4.496,   40.000, 4400,  36.107, 137.332,  38.148,  33.793, 127.352,  35.375, 54,  0,   1.744,   7.356,   2.043, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:40:633, 656103792451345,    4.608,   43.000, 4400,  36.827, 141.459,  39.294,  34.585, 131.227,  36.452, 54,  0,   1.798,   7.557,   2.099, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:40:745, 656104206195891,    4.720,   41.000, 4300,  36.689, 145.566,  40.435,  34.477, 135.087,  37.524, 54,  0,   1.778,   7.756,   2.154, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:40:857, 656104619907405,    4.832,   42.000, 4300,  36.705, 149.674,  41.576,  34.367, 138.934,  38.593, 53,  0,   1.804,   7.958,   2.211, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:40:960, 656105001430816,    4.935,   41.000, 4300,  35.199, 153.308,  42.585,  33.045, 142.345,  39.540, 54,  0,   1.767,   8.141,   2.261, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:41:065, 656105388777755,    5.040,   41.000, 4300,  35.297, 157.007,  43.613,  32.980, 145.801,  40.500, 53,  0,   1.759,   8.325,   2.312, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:41:176, 656105799112458,    5.151,   43.000, 4300,  34.503, 160.837,  44.677,  32.268, 149.384,  41.495, 52,  0,   1.777,   8.522,   2.367, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:41:284, 656106198436095,    5.259,   43.000, 4400,  36.612, 164.793,  45.776,  34.343, 153.094,  42.526, 54,  0,   1.848,   8.722,   2.423, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:41:394, 656106606283966,    5.369,   40.000, 4300,  36.346, 168.804,  46.890,  34.180, 156.866,  43.574, 54,  0,   1.759,   8.916,   2.477, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:41:504, 656107012917565,    5.479,   41.000, 4300,  34.518, 172.602,  47.945,  32.262, 160.415,  44.560, 54,  0,   1.754,   9.109,   2.530, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:41:627, 656107467913241,    5.602,   53.000, 4400,  32.427, 176.593,  49.054,  30.242, 164.138,  45.594, 51,  0,   2.128,   9.371,   2.603, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:41:728, 656107839382792,    5.703,   25.000, 4300,  27.600, 179.367,  49.824,  25.183, 166.669,  46.297, 53,  0,   1.463,   9.518,   2.644, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:41:838, 656108248209419,    5.813,   25.000, 4400,  27.517, 182.411,  50.670,  25.493, 169.489,  47.080, 49,  0,   1.409,   9.674,   2.687, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:41:949, 656108658097809,    5.924,   23.000, 4400,  26.943, 185.399,  51.500,  24.800, 172.239,  47.844, 54,  0,   1.363,   9.825,   2.729, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:42:061, 656109072011869,    6.036,   23.000, 4300,  26.856, 188.407,  52.335,  24.684, 175.004,  48.612, 49,  0,   1.345,   9.976,   2.771, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:42:168, 656109468271663,    6.143,   38.000, 4400,  28.052, 191.414,  53.171,  25.767, 177.766,  49.380, 53,  0,   1.373,  10.123,   2.812, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:42:267, 656109833457170,    6.242,   23.000, 4300,  26.985, 194.080,  53.911,  25.019, 180.238,  50.066, 53,  0,   1.374,  10.259,   2.850, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:42:377, 656110238068056,    6.352,   23.000, 4400,  26.850, 197.020,  54.728,  24.628, 182.934,  50.815, 52,  0,   1.338,  10.405,   2.890, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:42:487, 656110644124881,    6.462,   23.000, 4400,  26.122, 199.890,  55.525,  23.924, 185.563,  51.545, 51,  0,   1.338,  10.552,   2.931, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:42:598, 656111058876446,    6.574,   23.000, 4300,  26.266, 202.837,  56.344,  24.224, 188.281,  52.300, 52,  0,   1.359,  10.705,   2.973, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:42:710, 656111468603101,    6.685,   36.000, 4300,  27.083, 205.839,  57.178,  24.848, 191.036,  53.065, 52,  0,   1.362,  10.856,   3.015, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:42:821, 656111878321205,    6.796,   25.000, 4300,  27.332, 208.869,  58.019,  25.156, 193.824,  53.840, 53,  0,   1.382,  11.009,   3.058, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:42:931, 656112288474056,    6.906,   23.000, 4300,  26.611, 211.822,  58.840,  24.486, 196.542,  54.595, 53,  0,   1.354,  11.159,   3.100, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:43:044, 656112702722625,    7.019,   24.000, 4300,  26.640, 214.808,  59.669,  24.526, 199.290,  55.358, 53,  0,   1.373,  11.313,   3.142, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:43:153, 656113107925420,    7.128,   24.000, 4400,  26.235, 217.684,  60.468,  24.229, 201.947,  56.096, 50,  0,   1.341,  11.460,   3.183, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:43:261, 656113505103759,    7.236,   29.000, 4400,  27.735, 220.665,  61.296,  25.435, 204.680,  56.856, 49,  0,   1.423,  11.613,   3.226, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:43:371, 656113913862599,    7.346,   23.000, 4300,  26.380, 223.582,  62.106,  24.377, 207.376,  57.604, 52,  0,   1.331,  11.760,   3.267, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:43:481, 656114318779172,    7.456,   23.000, 4300,  26.471, 226.482,  62.912,  24.259, 210.034,  58.343, 51,  0,   1.368,  11.910,   3.308, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:43:592, 656114730930336,    7.567,   23.000, 4300,  25.927, 229.374,  63.715,  23.937, 212.703,  59.084, 51,  0,   1.315,  12.057,   3.349, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:43:688, 656115086091059,    7.663,   24.000, 4400,  27.225, 231.990,  64.442,  24.788, 215.085,  59.746, 53,  0,   1.369,  12.188,   3.386, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:43:799, 656115496402704,    7.774,   28.000, 4300,  27.771, 235.073,  65.298,  25.658, 217.933,  60.537, 52,  0,   1.394,  12.343,   3.429, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:43:911, 656115910453010,    7.886,   25.000, 4300,  27.020, 238.100,  66.139,  24.844, 220.717,  61.310, 48,  0,   1.528,  12.514,   3.476, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:44:021, 656116315159555,    7.996,    5.000, 1400,  10.789, 239.281,  66.467,   8.673, 221.666,  61.574, 43,  0,   1.007,  12.624,   3.507, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:44:128, 656116712229074,    8.103,    8.000,  800,   5.260, 239.846,  66.624,   3.113, 222.001,  61.667, 42,  0,   0.945,  12.726,   3.535, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:44:236, 656117111588683,    8.211,    9.000,  800,   5.224, 240.411,  66.781,   3.115, 222.337,  61.760, 42,  0,   0.947,  12.828,   3.563, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:44:360, 656117567916727,    8.335,    7.000, 3900,   7.687, 241.360,  67.044,   5.599, 223.029,  61.952, 43,  0,   0.996,  12.951,   3.598, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:44:454, 656117917657321,    8.430,    6.000,  800,   5.561, 241.886,  67.191,   3.419, 223.352,  62.042, 42,  0,   0.957,  13.042,   3.623, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:44:575, 656118363655903,    8.550,   10.000,  800,   5.072, 242.498,  67.361,   2.990, 223.713,  62.142, 42,  0,   0.964,  13.158,   3.655, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:44:684, 656118766006018,    8.659,   18.000, 4400,   8.148, 243.385,  67.607,   6.044, 224.371,  62.325, 43,  0,   1.162,  13.284,   3.690, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:44:782, 656119128763962,    8.757,   13.000, 4400,  19.435, 245.292,  68.137,  17.447, 226.083,  62.801, 45,  0,   1.226,  13.405,   3.724, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:44:902, 656119571708637,    8.877,   18.000, 4300,  22.906, 248.038,  68.899,  20.696, 228.563,  63.490, 45,  0,   1.274,  13.558,   3.766, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:45:014, 656119985488942,    8.989,   18.000, 4300,  22.187, 250.522,  69.589,  19.943, 230.796,  64.110, 44,  0,   1.386,  13.713,   3.809, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:45:123, 656120388599903,    9.098,    9.000, 3100,  15.012, 252.159,  70.044,  12.880, 232.201,  64.500, 43,  0,   1.092,  13.832,   3.842, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:45:231, 656120788324015,    9.206,    7.000, 1100,   8.347, 253.062,  70.295,   6.245, 232.876,  64.688, 42,  0,   1.009,  13.941,   3.872, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:45:339, 656121189473189,    9.315,   20.000, 3800,  10.064, 254.154,  70.598,   7.947, 233.739,  64.927, 43,  0,   1.045,  14.054,   3.904, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:45:448, 656121591133943,    9.423,    7.000,  800,   9.370, 255.172,  70.881,   7.199, 234.521,  65.145, 42,  0,   1.053,  14.169,   3.936, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:45:554, 656121983044593,    9.529,   19.000, 4400,  10.048, 256.238,  71.177,   7.955, 235.365,  65.379, 46,  0,   1.149,  14.291,   3.970, 255.000, 255.000,   0.000,   0.000,   0.000
11:10:45:635, 656122281269641,    9.610,    5.000, 3600,   8.905, 256.956,  71.377,   6.933, 235.924,  65.534, 44,  0,   1.057,  14.376,   3.993, 255.000, 255.000,   0.000,   0.000,   0.000

Total Elapsed Time (sec) = 9.610152
Measured RDTSC Frequency (GHz) = 3.696

Cumulative Processor Energy_0 (Joules) = 256.956299
Cumulative Processor Energy_0 (mWh) = 71.376750
Average Processor Power_0 (Watt) = 26.738006

Cumulative IA Energy_0 (Joules) = 235.924133
Cumulative IA Energy_0 (mWh) = 65.534481
Average IA Power_0 (Watt) = 24.549469

Cumulative DRAM Energy_0 (Joules) = 14.375977
Cumulative DRAM Energy_0 (mWh) = 3.993327
Average DRAM Power_0 (Watt) = 1.495916
