System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
11:12:02:642, 656406900297897,    1.629,   26.000, 4400,  27.732,  32.560,   9.044,  25.497,  29.060,   8.072, 50,  0,   1.435,   2.095,   0.582, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:02:754, 656407312006471,    1.741,   23.000, 4400,  25.837,  35.438,   9.844,  23.790,  31.710,   8.808, 50,  0,   1.351,   2.245,   0.624, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:02:860, 656407705803059,    1.847,   29.000, 4400,  29.037,  38.532,  10.703,  26.745,  34.560,   9.600, 51,  0,   1.543,   2.410,   0.669, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:02:970, 656408115023719,    1.958,   34.000, 4300,  30.921,  41.956,  11.654,  28.943,  37.765,  10.490, 48,  0,   1.553,   2.581,   0.717, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:03:079, 656408515216577,    2.066,   33.000, 4300,  30.092,  45.214,  12.559,  27.729,  40.767,  11.324, 48,  0,   1.573,   2.752,   0.764, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:03:192, 656408930217329,    2.179,   30.000, 4300,  28.554,  48.420,  13.450,  26.490,  43.741,  12.150, 50,  0,   1.450,   2.915,   0.810, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:03:302, 656409336748920,    2.289,   30.000, 4300,  28.321,  51.535,  14.315,  26.190,  46.622,  12.951, 50,  0,   1.471,   3.076,   0.855, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:03:414, 656409750709583,    2.401,   28.000, 4300,  27.475,  54.612,  15.170,  25.311,  49.457,  13.738, 48,  0,   1.431,   3.237,   0.899, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:03:525, 656410163509744,    2.512,   28.000, 4300,  26.041,  57.521,  15.978,  23.816,  52.117,  14.477, 50,  0,   1.443,   3.398,   0.944, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:03:634, 656410565683716,    2.621,   25.000, 4300,  26.122,  60.363,  16.768,  24.154,  54.745,  15.207, 48,  0,   1.342,   3.544,   0.984, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:03:736, 656410942391981,    2.723,   22.000, 4400,  25.713,  62.984,  17.496,  23.543,  57.145,  15.874, 49,  0,   1.338,   3.680,   1.022, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:03:852, 656411370386059,    2.839,   22.000, 4400,  25.632,  65.952,  18.320,  23.480,  59.864,  16.629, 49,  0,   1.340,   3.836,   1.065, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:03:961, 656411773360321,    2.948,   24.000, 4300,  26.418,  68.833,  19.120,  24.321,  62.515,  17.365, 48,  0,   1.351,   3.983,   1.106, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:04:069, 656412172146264,    3.056,   25.000, 4300,  27.000,  71.746,  19.929,  24.805,  65.192,  18.109, 49,  0,   1.359,   4.129,   1.147, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:04:179, 656412578103864,    3.166,   23.000, 4300,  26.000,  74.602,  20.723,  23.829,  67.809,  18.836, 49,  0,   1.357,   4.279,   1.188, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:04:288, 656412982553710,    3.275,   33.000, 4300,  29.329,  77.811,  21.614,  27.358,  70.803,  19.667, 50,  0,   1.602,   4.454,   1.237, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:04:397, 656413385863461,    3.384,   25.000, 4300,  25.822,  80.629,  22.397,  23.549,  73.372,  20.381, 49,  0,   1.389,   4.605,   1.279, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:04:522, 656413848352721,    3.509,   37.000, 4400,  26.543,  83.950,  23.319,  24.276,  76.410,  21.225, 47,  0,   1.332,   4.772,   1.326, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:04:620, 656414210666318,    3.607,   24.000, 4300,  26.002,  86.499,  24.027,  23.870,  78.750,  21.875, 48,  0,   1.339,   4.903,   1.362, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:04:729, 656414613202846,    3.716,   23.000, 4300,  25.092,  89.232,  24.787,  23.171,  81.274,  22.576, 48,  0,   1.328,   5.048,   1.402, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:04:838, 656415015971689,    3.825,   22.000, 4300,  25.395,  91.999,  25.555,  23.230,  83.805,  23.279, 49,  0,   1.318,   5.192,   1.442, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:04:948, 656415421189098,    3.935,   23.000, 4400,  26.079,  94.858,  26.350,  23.896,  86.425,  24.007, 48,  0,   1.338,   5.338,   1.483, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:05:056, 656415819635478,    4.043,   32.000, 4300,  26.319,  97.696,  27.138,  24.114,  89.025,  24.729, 50,  0,   1.360,   5.485,   1.524, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:05:158, 656416196685111,    4.145,   53.000, 4300,  37.728, 101.545,  28.207,  35.605,  92.657,  25.738, 49,  0,   1.908,   5.680,   1.578, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:05:274, 656416625138646,    4.261,   77.000, 4300,  48.258, 107.139,  29.761,  45.839,  97.971,  27.214, 53,  0,   2.357,   5.953,   1.654, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:05:386, 656417039399119,    4.373,   50.000, 4300,  39.699, 111.588,  30.997,  37.528, 102.177,  28.382, 52,  0,   1.658,   6.139,   1.705, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:05:495, 656417441999560,    4.482,   43.000, 4300,  35.447, 115.450,  32.069,  33.228, 105.796,  29.388, 52,  0,   1.550,   6.308,   1.752, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:05:603, 656417841205229,    4.590,   31.000, 4300,  28.808, 118.561,  32.934,  26.648, 108.675,  30.187, 49,  0,   1.445,   6.464,   1.795, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:05:710, 656418236945065,    4.697,   24.000, 4300,  26.669, 121.417,  33.727,  24.561, 111.304,  30.918, 47,  0,   1.357,   6.609,   1.836, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:05:814, 656418621788095,    4.801,   41.000, 4300,  33.027, 124.856,  34.682,  30.958, 114.528,  31.813, 50,  0,   1.759,   6.792,   1.887, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:05:925, 656419031284911,    4.912,   35.000, 4300,  31.781, 128.377,  35.660,  29.373, 117.782,  32.717, 49,  0,   1.652,   6.975,   1.938, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:06:047, 656419482845710,    5.034,   24.000, 4300,  24.571, 131.379,  36.494,  22.463, 120.527,  33.480, 49,  0,   1.344,   7.139,   1.983, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:06:155, 656419882887648,    5.142,   26.000, 4300,  26.417, 134.238,  37.288,  24.353, 123.162,  34.212, 49,  0,   1.356,   7.286,   2.024, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:06:266, 656420293192923,    5.253,   27.000, 4300,  27.608, 137.303,  38.140,  25.418, 125.984,  34.996, 50,  0,   1.515,   7.454,   2.071, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:06:374, 656420692159247,    5.361,   23.000, 4400,  25.973, 140.106,  38.918,  23.816, 128.555,  35.710, 50,  0,   1.342,   7.599,   2.111, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:06:470, 656421047180574,    5.457,   23.000, 4300,  25.405, 142.547,  39.596,  23.270, 130.790,  36.331, 50,  0,   1.324,   7.726,   2.146, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:06:580, 656421453731883,    5.567,   23.000, 4300,  25.718, 145.376,  40.382,  23.578, 133.384,  37.051, 48,  0,   1.327,   7.872,   2.187, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:06:691, 656421863452303,    5.678,   25.000, 4300,  25.960, 148.253,  41.181,  23.811, 136.023,  37.784, 52,  0,   1.335,   8.020,   2.228, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:06:801, 656422272155536,    5.788,   22.000, 4300,  24.420, 150.954,  41.932,  22.223, 138.481,  38.467, 51,  0,   1.293,   8.163,   2.268, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:06:913, 656422685794142,    5.900,   52.000, 4300,  37.980, 155.204,  43.112,  35.702, 142.477,  39.577, 51,  0,   1.894,   8.375,   2.326, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:07:025, 656423098891496,    6.012,   24.000, 4300,  24.429, 157.935,  43.871,  22.468, 144.988,  40.274, 51,  0,   1.360,   8.527,   2.369, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:07:135, 656423504721013,    6.122,   23.000, 4300,  25.153, 160.697,  44.638,  22.994, 147.512,  40.976, 51,  0,   1.358,   8.676,   2.410, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:07:237, 656423882643209,    6.224,   25.000, 4400,  27.047, 163.462,  45.406,  24.932, 150.062,  41.684, 47,  0,   1.402,   8.820,   2.450, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:07:355, 656424318459656,    6.342,   23.000, 4300,  25.217, 166.436,  46.232,  23.039, 152.778,  42.438, 49,  0,   1.364,   8.981,   2.495, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:07:464, 656424722145052,    6.451,   23.000, 4400,  25.546, 169.226,  47.007,  23.251, 155.318,  43.144, 46,  0,   1.368,   9.130,   2.536, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:07:575, 656425133025446,    6.562,   20.000, 4400,  24.475, 171.947,  47.763,  22.392, 157.807,  43.835, 44,  0,   1.374,   9.283,   2.579, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:07:684, 656425533452272,    6.671,    7.000, 1700,   9.146, 172.938,  48.038,   6.994, 158.565,  44.046, 42,  0,   1.101,   9.402,   2.612, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:07:792, 656425931557939,    6.779,    7.000, 2000,  12.044, 174.235,  48.399,   9.891, 159.630,  44.342, 42,  0,   1.117,   9.522,   2.645, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:07:896, 656426316377225,    6.883,    7.000, 2100,   8.830, 175.154,  48.654,   6.734, 160.331,  44.537, 41,  0,   1.075,   9.634,   2.676, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:08:008, 656426733118937,    6.995,    8.000, 2100,   6.647, 175.904,  48.862,   4.508, 160.840,  44.678, 41,  0,   1.068,   9.755,   2.710, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:08:115, 656427126502862,    7.102,    7.000, 2400,   8.828, 176.843,  49.123,   6.751, 161.558,  44.877, 41,  0,   1.067,   9.868,   2.741, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:08:233, 656427564378449,    7.220,   23.000, 4500,  10.378, 178.073,  49.465,   8.243, 162.535,  45.149, 47,  0,   1.113,  10.000,   2.778, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:08:335, 656427941612847,    7.322,    8.000, 2400,  10.067, 179.100,  49.750,   7.904, 163.342,  45.373, 41,  0,   1.119,  10.114,   2.810, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:08:444, 656428342800504,    7.431,    7.000, 4500,   8.554, 180.029,  50.008,   6.477, 164.045,  45.568, 42,  0,   1.077,  10.231,   2.842, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:08:553, 656428744369841,    7.540,   12.000, 4300,  13.624, 181.509,  50.419,  11.512, 165.295,  45.915, 43,  0,   1.221,  10.364,   2.879, 255.000, 255.000,   0.000,   0.000,   0.000
11:12:08:626, 656429015250762,    7.613,    7.000, 4400,   9.953, 182.239,  50.622,   7.862, 165.872,  46.075, 42,  0,   1.093,  10.444,   2.901, 255.000, 255.000,   0.000,   0.000,   0.000

Total Elapsed Time (sec) = 7.612879
Measured RDTSC Frequency (GHz) = 3.696

Cumulative Processor Energy_0 (Joules) = 182.238525
Cumulative Processor Energy_0 (mWh) = 50.621813
Average Processor Power_0 (Watt) = 23.938189

Cumulative IA Energy_0 (Joules) = 165.871521
Cumulative IA Energy_0 (mWh) = 46.075422
Average IA Power_0 (Watt) = 21.788279

Cumulative DRAM Energy_0 (Joules) = 10.444214
Cumulative DRAM Energy_0 (mWh) = 2.901171
Average DRAM Power_0 (Watt) = 1.371914
