System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
14:14:24:295, 696847253679708,    0.119,    8.000, 4300,  13.902,   1.658,   0.461,  11.571,   1.380,   0.383, 42,  0,   1.112,   0.133,   0.037, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:24:395, 696847622741418,    0.219,   20.000, 4300,  23.447,   3.999,   1.111,  21.223,   3.499,   0.972, 45,  0,   1.439,   0.276,   0.077, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:24:501, 696848017334409,    0.326,   26.000, 4300,  21.115,   6.254,   1.737,  19.033,   5.531,   1.536, 43,  0,   1.386,   0.424,   0.118, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:24:617, 696848446329757,    0.442,   14.000, 4400,  19.813,   8.553,   2.376,  17.654,   7.580,   2.106, 42,  0,   1.284,   0.573,   0.159, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:24:731, 696848866951918,    0.556,   10.000, 3800,  13.981,  10.144,   2.818,  11.863,   8.930,   2.481, 42,  0,   1.194,   0.709,   0.197, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:24:840, 696849269276027,    0.665,   11.000, 3100,  13.209,  11.582,   3.217,  10.993,  10.127,   2.813, 41,  0,   1.232,   0.843,   0.234, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:24:949, 696849674468176,    0.774,   16.000, 4300,  17.574,  13.509,   3.752,  15.418,  11.817,   3.283, 46,  0,   1.298,   0.986,   0.274, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:25:062, 696850090599516,    0.887,   35.000, 4300,  30.060,  16.893,   4.693,  28.022,  14.972,   4.159, 50,  0,   1.607,   1.167,   0.324, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:25:172, 696850496421486,    0.997,   24.000, 4300,  25.365,  19.678,   5.466,  23.130,  17.512,   4.864, 50,  0,   1.400,   1.320,   0.367, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:25:268, 696850850276805,    1.092,   25.000, 4300,  26.731,  22.238,   6.177,  24.515,  19.859,   5.516, 50,  0,   1.491,   1.463,   0.406, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:25:377, 696851253738808,    1.202,   22.000, 4300,  25.596,  25.032,   6.953,  23.479,  22.422,   6.228, 50,  0,   1.359,   1.611,   0.448, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:25:486, 696851657430229,    1.311,   24.000, 4300,  25.963,  27.867,   7.741,  23.947,  25.038,   6.955, 52,  0,   1.424,   1.767,   0.491, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:25:595, 696852064441077,    1.421,   26.000, 4400,  26.493,  30.785,   8.551,  24.293,  27.713,   7.698, 47,  0,   1.417,   1.923,   0.534, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:25:706, 696852471336713,    1.531,   22.000, 4400,  25.343,  33.575,   9.326,  23.185,  30.265,   8.407, 51,  0,   1.369,   2.074,   0.576, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:25:814, 696852870369615,    1.639,   23.000, 4300,  26.028,  36.385,  10.107,  23.893,  32.845,   9.124, 50,  0,   1.382,   2.223,   0.617, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:25:937, 696853324728978,    1.762,   22.000, 4300,  25.947,  39.575,  10.993,  23.766,  35.767,   9.935, 51,  0,   1.370,   2.391,   0.664, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:26:046, 696853727525657,    1.871,   21.000, 4300,  25.418,  42.345,  11.762,  23.330,  38.309,  10.641, 51,  0,   1.314,   2.535,   0.704, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:26:156, 696854132731886,    1.980,   27.000, 4300,  27.603,  45.371,  12.603,  25.349,  41.088,  11.413, 49,  0,   1.397,   2.688,   0.747, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:26:261, 696854520981239,    2.086,   21.000, 4400,  24.980,  47.995,  13.332,  22.833,  43.487,  12.080, 49,  0,   1.345,   2.829,   0.786, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:26:364, 696854900986563,    2.188,   22.000, 4400,  25.580,  50.625,  14.063,  23.388,  45.891,  12.748, 47,  0,   1.342,   2.967,   0.824, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:26:481, 696855335218807,    2.306,   23.000, 4300,  25.791,  53.655,  14.904,  23.782,  48.685,  13.524, 51,  0,   1.309,   3.121,   0.867, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:26:591, 696855739338165,    2.415,   23.000, 4300,  26.270,  56.528,  15.702,  23.932,  51.302,  14.251, 50,  0,   1.365,   3.270,   0.908, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:26:698, 696856137151328,    2.523,   25.000, 4400,  26.560,  59.386,  16.496,  24.530,  53.942,  14.984, 51,  0,   1.367,   3.417,   0.949, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:26:807, 696856539914673,    2.632,   23.000, 4300,  26.304,  62.253,  17.292,  24.169,  56.576,  15.716, 51,  0,   1.336,   3.563,   0.990, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:26:916, 696856943435353,    2.741,   22.000, 4400,  25.699,  65.059,  18.072,  23.612,  59.154,  16.432, 50,  0,   1.327,   3.708,   1.030, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:27:027, 696857353836180,    2.852,   23.000, 4400,  26.255,  67.974,  18.882,  24.093,  61.829,  17.175, 52,  0,   1.362,   3.859,   1.072, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:27:131, 696857735700987,    2.955,   22.000, 4400,  26.043,  70.665,  19.629,  23.739,  64.282,  17.856, 50,  0,   1.366,   4.000,   1.111, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:27:248, 696858167867610,    3.072,   23.000, 4300,  26.400,  73.751,  20.487,  24.233,  67.115,  18.643, 48,  0,   1.363,   4.159,   1.155, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:27:359, 696858579394351,    3.184,   21.000, 4300,  25.054,  76.541,  21.261,  22.973,  69.673,  19.354, 50,  0,   1.324,   4.307,   1.196, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:27:468, 696858983112380,    3.293,   21.000, 4300,  25.068,  79.279,  22.022,  23.032,  72.189,  20.053, 49,  0,   1.331,   4.452,   1.237, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:27:564, 696859336495997,    3.388,   22.000, 4300,  25.254,  81.694,  22.693,  22.957,  74.384,  20.662, 51,  0,   1.312,   4.578,   1.272, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:27:683, 696859779834439,    3.508,   43.000, 4400,  26.577,  84.882,  23.578,  24.436,  77.315,  21.476, 50,  0,   1.401,   4.746,   1.318, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:27:785, 696860152390214,    3.609,   22.000, 4300,  25.718,  87.474,  24.298,  23.476,  79.682,  22.134, 51,  0,   1.345,   4.881,   1.356, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:27:893, 696860551379689,    3.717,   21.000, 4300,  25.086,  90.182,  25.051,  22.942,  82.158,  22.822, 49,  0,   1.308,   5.023,   1.395, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:28:002, 696860955913669,    3.827,   24.000, 4300,  26.020,  93.030,  25.842,  23.983,  84.783,  23.551, 49,  0,   1.434,   5.180,   1.439, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:28:111, 696861359852850,    3.936,   30.000, 4300,  30.659,  96.381,  26.772,  28.535,  87.902,  24.417, 50,  0,   1.647,   5.360,   1.489, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:28:224, 696861777706581,    4.049,   48.000, 4300,  31.691,  99.964,  27.768,  29.589,  91.247,  25.346, 49,  0,   1.755,   5.558,   1.544, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:28:331, 696862173046443,    4.156,   33.000, 4300,  30.351, 103.210,  28.670,  28.029,  94.245,  26.179, 49,  0,   1.761,   5.746,   1.596, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:28:438, 696862568500254,    4.263,   26.000, 4300,  26.625, 106.059,  29.461,  24.447,  96.861,  26.906, 50,  0,   1.473,   5.904,   1.640, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:28:550, 696862982194650,    4.375,   25.000, 4300,  26.264, 108.999,  30.277,  24.123,  99.561,  27.656, 50,  0,   1.474,   6.069,   1.686, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:28:672, 696863432010973,    4.497,   25.000, 4300,  27.376, 112.330,  31.203,  25.170, 102.624,  28.507, 50,  0,   1.460,   6.247,   1.735, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:28:782, 696863839779289,    4.607,   27.000, 4300,  26.183, 115.219,  32.005,  24.153, 105.289,  29.247, 49,  0,   1.400,   6.401,   1.778, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:28:891, 696864243391950,    4.716,   22.000, 4300,  26.044, 118.063,  32.795,  23.888, 107.897,  29.971, 50,  0,   1.396,   6.554,   1.820, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:29:011, 696864685843215,    4.836,   21.000, 4400,  25.215, 121.082,  33.634,  22.998, 110.650,  30.736, 50,  0,   1.341,   6.714,   1.865, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:29:114, 696865064964246,    4.938,   22.000, 4400,  25.449, 123.692,  34.359,  23.220, 113.032,  31.398, 48,  0,   1.343,   6.852,   1.903, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:29:233, 696865506760116,    5.058,   22.000, 4300,  25.298, 126.716,  35.199,  23.250, 115.811,  32.170, 51,  0,   1.307,   7.008,   1.947, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:29:342, 696865910215822,    5.167,   24.000, 4300,  25.609, 129.512,  35.975,  23.536, 118.381,  32.884, 50,  0,   1.354,   7.156,   1.988, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:29:452, 696866316314514,    5.277,   22.000, 4300,  25.129, 132.273,  36.742,  22.906, 120.897,  33.583, 50,  0,   1.362,   7.306,   2.029, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:29:561, 696866716970268,    5.385,   20.000, 4300,  24.817, 134.963,  37.490,  22.554, 123.342,  34.262, 50,  0,   1.301,   7.447,   2.068, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:29:668, 696867112161155,    5.492,   22.000, 4400,  25.264, 137.664,  38.240,  23.122, 125.815,  34.948, 52,  0,   1.327,   7.589,   2.108, 255.000, 255.000,   0.000,   0.000,   0.000
