System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
14:14:29:774, 696867504407195,    5.598,   21.000, 4400,  25.047, 140.322,  38.978,  22.933, 128.248,  35.625, 52,  0,   1.306,   7.727,   2.146, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:29:881, 696867899069046,    5.705,   23.000, 4300,  25.994, 143.098,  39.749,  23.771, 130.787,  36.330, 51,  0,   1.352,   7.871,   2.187, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:29:985, 696868286254797,    5.810,   21.000, 4400,  25.307, 145.749,  40.486,  23.334, 133.231,  37.009, 50,  0,   1.304,   8.008,   2.224, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:30:101, 696868713965119,    5.926,   21.000, 4300,  25.267, 148.673,  41.298,  23.090, 135.903,  37.751, 51,  0,   1.313,   8.160,   2.267, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:30:211, 696869121294680,    6.036,   22.000, 4300,  24.800, 151.406,  42.057,  22.671, 138.402,  38.445, 50,  0,   1.311,   8.305,   2.307, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:30:319, 696869520698422,    6.144,   23.000, 4300,  25.863, 154.201,  42.834,  23.726, 140.966,  39.157, 51,  0,   1.390,   8.455,   2.349, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:30:429, 696869927716538,    6.254,   25.000, 4300,  26.592, 157.130,  43.647,  24.458, 143.659,  39.905, 50,  0,   1.398,   8.609,   2.391, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:30:539, 696870334244775,    6.364,   22.000, 4300,  25.460, 159.930,  44.425,  23.304, 146.222,  40.617, 49,  0,   1.349,   8.757,   2.433, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:30:645, 696870724133370,    6.469,   21.000, 4400,  24.921, 162.559,  45.155,  22.689, 148.616,  41.282, 50,  0,   1.319,   8.896,   2.471, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:30:759, 696871147212797,    6.584,   22.000, 4300,  25.544, 165.483,  45.968,  23.497, 151.305,  42.029, 49,  0,   1.312,   9.046,   2.513, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:30:874, 696871573462871,    6.699,   39.000, 4400,  26.127, 168.496,  46.804,  23.841, 154.055,  42.793, 50,  0,   1.374,   9.205,   2.557, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:30:977, 696871951069180,    6.801,   21.000, 4300,  25.677, 171.119,  47.533,  23.556, 156.461,  43.462, 52,  0,   1.311,   9.339,   2.594, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:31:087, 696872358185844,    6.912,   21.000, 4300,  25.115, 173.886,  48.302,  23.018, 158.997,  44.166, 50,  0,   1.305,   9.482,   2.634, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:31:196, 696872760723892,    7.021,   21.000, 4300,  24.995, 176.608,  49.058,  22.837, 161.484,  44.857, 51,  0,   1.307,   9.625,   2.674, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:31:306, 696873169477645,    7.131,   22.000, 4400,  25.492, 179.427,  49.841,  23.437, 164.076,  45.577, 50,  0,   1.337,   9.773,   2.715, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:31:410, 696873555542751,    7.236,   37.000, 4400,  26.045, 182.148,  50.597,  23.836, 166.566,  46.268, 50,  0,   1.374,   9.916,   2.755, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:31:530, 696873996419076,    7.355,   21.000, 4300,  25.118, 185.144,  51.429,  23.049, 169.315,  47.032, 52,  0,   1.299,  10.071,   2.798, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:31:640, 696874403691673,    7.465,   22.000, 4300,  25.931, 188.002,  52.223,  23.772, 171.935,  47.760, 49,  0,   1.337,  10.219,   2.838, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:31:735, 696874753918334,    7.560,   21.000, 4300,  25.027, 190.373,  52.881,  22.845, 174.100,  48.361, 50,  0,   1.349,  10.346,   2.874, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:31:859, 696875211251091,    7.684,   18.000, 4400,  21.724, 193.061,  53.628,  19.462, 176.508,  49.030, 42,  0,   1.313,  10.509,   2.919, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:31:968, 696875613025836,    7.792,   11.000, 3800,  17.954, 195.013,  54.170,  15.755, 178.220,  49.506, 42,  0,   1.437,  10.665,   2.962, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:32:070, 696875992684363,    7.895,    9.000,  800,   6.399, 195.670,  54.353,   4.308, 178.663,  49.629, 41,  0,   0.999,  10.768,   2.991, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:32:176, 696876383718373,    8.001,   16.000,  800,   5.407, 196.242,  54.512,   3.296, 179.012,  49.725, 41,  0,   1.034,  10.877,   3.021, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:32:282, 696876776657098,    8.107,   18.000, 4400,  12.812, 197.604,  54.890,  10.609, 180.140,  50.039, 41,  0,   1.264,  11.011,   3.059, 255.000, 255.000,   0.000,   0.000,   0.000
14:14:32:360, 696877065204713,    8.185,   10.000, 3800,  14.480, 198.735,  55.204,  12.345, 181.103,  50.306, 43,  0,   1.112,  11.098,   3.083, 255.000, 255.000,   0.000,   0.000,   0.000

Total Elapsed Time (sec) = 8.185152
Measured RDTSC Frequency (GHz) = 3.696

Cumulative Processor Energy_0 (Joules) = 198.734924
Cumulative Processor Energy_0 (mWh) = 55.204146
Average Processor Power_0 (Watt) = 24.279930

Cumulative IA Energy_0 (Joules) = 181.103394
Cumulative IA Energy_0 (mWh) = 50.306498
Average IA Power_0 (Watt) = 22.125843

Cumulative DRAM Energy_0 (Joules) = 11.098022
Cumulative DRAM Energy_0 (mWh) = 3.082784
Average DRAM Power_0 (Watt) = 1.355872
